seed,strategy,opponent,match_seed,score_per_turn,opponent_score_per_turn,cooperation,opponent_cooperation,mutual_cooperation
1,GTFT(0.1),Tit For Tat,3000110000000,2.775,2.775,0.85,0.85,0.775
1,GTFT(0.1),Tit For Tat,3000110000002,2.1625,2.225,0.575,0.5625,0.5125
1,GTFT(0.1),Tit For Tat,3000110000004,2.45,2.575,0.65,0.625,0.4
1,GTFT(0.1),Tit For Tat,3000110000006,2.425,2.425,0.6,0.6,0.375
1,GTFT(0.1),Tit For Tat,3000110000008,2.6125,2.55,0.6375,0.65,0.35
1,GTFT(0.1),Tit For Tat,3000110000010,2.175,2.3,0.5125,0.4875,0.2625
1,GTFT(0.1),Tit For Tat,3000110000012,2.8625,2.675,0.7625,0.8,0.575
1,GTFT(0.1),Tit For Tat,3000110000014,2.75,2.625,0.7625,0.7875,0.6375
1,GTFT(0.1),Tit For Tat,3000110000016,2.5125,2.6375,0.7375,0.7125,0.6
1,GTFT(0.1),Tit For Tat,3000110000018,2.3,2.4875,0.5625,0.525,0.2375
1,GTFT(0.1),Tit For Tat,3000110000020,2.3625,2.425,0.5375,0.525,0.2
1,GTFT(0.1),Tit For Tat,3000110000022,2.525,2.7125,0.725,0.6875,0.5
1,GTFT(0.1),Tit For Tat,3000110000024,2.525,2.5875,0.6875,0.675,0.4875
1,GTFT(0.1),Tit For Tat,3000110000026,2.3625,2.55,0.65,0.6125,0.4375
1,GTFT(0.1),Tit For Tat,3000110000028,2.4,2.525,0.625,0.6,0.375
1,GTFT(0.1),Tit For Tat,3000110000030,2.6125,2.675,0.775,0.7625,0.6625
1,GTFT(0.1),Tit For Tat,3000110000032,2.575,2.6375,0.7,0.6875,0.475
1,GTFT(0.1),Tit For Tat,3000110000034,2.7625,2.95,0.875,0.8375,0.7125
1,GTFT(0.1),Tit For Tat,3000110000036,2.5625,2.625,0.7125,0.7,0.525
1,GTFT(0.1),Tit For Tat,3000110000038,2.7375,2.8625,0.8125,0.7875,0.6
1,GTFT(0.1),Always Defect,3000110000200,0.9875,1.425,0.1125,0.025,0.0
1,GTFT(0.1),Always Defect,3000110000202,0.9875,2.05,0.2875,0.075,0.025
1,GTFT(0.1),Always Defect,3000110000204,1.0375,1.9125,0.2625,0.0875,0.05
1,GTFT(0.1),Always Defect,3000110000206,1.1125,1.6125,0.175,0.075,0.0125
1,GTFT(0.1),Always Defect,3000110000208,0.9875,1.6125,0.1625,0.0375,0.0
1,GTFT(0.1),Always Defect,3000110000210,1.125,1.875,0.25,0.1,0.025
1,GTFT(0.1),Always Defect,3000110000212,0.9875,2.05,0.2875,0.075,0.025
1,GTFT(0.1),Always Defect,3000110000214,1.075,1.7625,0.2125,0.075,0.0125
1,GTFT(0.1),Always Defect,3000110000216,1.0,1.8125,0.225,0.0625,0.025
1,GTFT(0.1),Always Defect,3000110000218,1.025,1.65,0.175,0.05,0.0
1,GTFT(0.1),Always Defect,3000110000220,1.0875,1.775,0.2125,0.075,0.0
1,GTFT(0.1),Always Defect,3000110000222,0.8375,1.8375,0.2125,0.0125,0.0
1,GTFT(0.1),Always Defect,3000110000224,1.0875,1.4,0.1125,0.05,0.0
1,GTFT(0.1),Always Defect,3000110000226,1.0,1.75,0.2,0.05,0.0
1,GTFT(0.1),Always Defect,3000110000228,0.95,1.3875,0.1,0.0125,0.0
1,GTFT(0.1),Always Defect,3000110000230,0.925,1.6125,0.1625,0.025,0.0125
1,GTFT(0.1),Always Defect,3000110000232,1.0875,1.7125,0.2,0.075,0.0125
1,GTFT(0.1),Always Defect,3000110000234,0.9625,1.7125,0.1875,0.0375,0.0
1,GTFT(0.1),Always Defect,3000110000236,1.0,1.75,0.2,0.05,0.0
1,GTFT(0.1),Always Defect,3000110000238,1.125,1.75,0.2125,0.0875,0.0125
1,GTFT(0.1),Grudger,3000110000400,1.6125,1.8,0.3375,0.3,0.25
1,GTFT(0.1),Grudger,3000110000402,1.0,1.6875,0.1875,0.05,0.0125
1,GTFT(0.1),Grudger,3000110000404,1.0,1.8125,0.2375,0.075,0.0625
1,GTFT(0.1),Grudger,3000110000406,1.2125,1.9,0.3,0.1625,0.1375
1,GTFT(0.1),Grudger,3000110000408,1.15,1.775,0.25,0.125,0.1
1,GTFT(0.1),Grudger,3000110000410,1.4375,2.0625,0.375,0.25,0.1875
1,GTFT(0.1),Grudger,3000110000412,1.2125,1.65,0.2,0.1125,0.0375
1,GTFT(0.1),Grudger,3000110000414,1.075,1.45,0.1375,0.0625,0.0375
1,GTFT(0.1),Grudger,3000110000416,1.1,1.85,0.25,0.1,0.05
1,GTFT(0.1),Grudger,3000110000418,1.25,1.8125,0.275,0.1625,0.125
1,GTFT(0.1),Grudger,3000110000420,1.425,2.175,0.425,0.275,0.25
1,GTFT(0.1),Grudger,3000110000422,1.225,1.6625,0.2375,0.15,0.1375
1,GTFT(0.1),Grudger,3000110000424,1.5625,2.25,0.475,0.3375,0.3125
1,GTFT(0.1),Grudger,3000110000426,1.225,2.1625,0.35,0.1625,0.075
1,GTFT(0.1),Grudger,3000110000428,1.4,1.9,0.325,0.225,0.175
1,GTFT(0.1),Grudger,3000110000430,1.025,1.4625,0.125,0.0375,0.0
1,GTFT(0.1),Grudger,3000110000432,1.1,1.725,0.2125,0.0875,0.0375
1,GTFT(0.1),Grudger,3000110000434,0.975,1.7875,0.2125,0.05,0.0125
1,GTFT(0.1),Grudger,3000110000436,1.0125,1.7,0.1875,0.05,0.0
1,GTFT(0.1),Grudger,3000110000438,1.1875,1.6875,0.2125,0.1125,0.05
1,GTFT(0.1),Joss (0.9),3000110000600,1.925,2.6125,0.5625,0.425,0.2125
1,GTFT(0.1),Joss (0.9),3000110000602,2.1125,2.3,0.5,0.4625,0.2375
1,GTFT(0.1),Joss (0.9),3000110000604,2.25,2.5,0.575,0.525,0.275
1,GTFT(0.1),Joss (0.9),3000110000606,2.575,2.825,0.7875,0.7375,0.5875
1,GTFT(0.1),Joss (0.9),3000110000608,2.2875,2.5375,0.5875,0.5375,0.275
1,GTFT(0.1),Joss (0.9),3000110000610,2.3375,2.525,0.6125,0.575,0.35
1,GTFT(0.1),Joss (0.9),3000110000612,2.1875,2.5625,0.6,0.525,0.3125
1,GTFT(0.1),Joss (0.9),3000110000614,2.05,2.6125,0.625,0.5125,0.375
1,GTFT(0.1),Joss (0.9),3000110000616,2.3625,2.4875,0.625,0.6,0.4125
1,GTFT(0.1),Joss (0.9),3000110000618,2.4625,2.7125,0.675,0.625,0.3625
1,GTFT(0.1),Joss (0.9),3000110000620,2.3625,2.4875,0.55,0.525,0.1875
1,GTFT(0.1),Joss (0.9),3000110000622,2.225,2.5375,0.5875,0.525,0.2875
1,GTFT(0.1),Joss (0.9),3000110000624,2.025,2.2125,0.45,0.4125,0.175
1,GTFT(0.1),Joss (0.9),3000110000626,2.075,2.2625,0.55,0.5125,0.425
1,GTFT(0.1),Joss (0.9),3000110000628,1.9,2.275,0.425,0.35,0.075
1,GTFT(0.1),Joss (0.9),3000110000630,2.4,2.65,0.675,0.625,0.425
1,GTFT(0.1),Joss (0.9),3000110000632,2.425,2.55,0.625,0.6,0.35
1,GTFT(0.1),Joss (0.9),3000110000634,2.0625,2.4375,0.525,0.45,0.2125
1,GTFT(0.1),Joss (0.9),3000110000636,2.4125,2.725,0.7125,0.65,0.475
1,GTFT(0.1),Joss (0.9),3000110000638,2.55,2.7375,0.7375,0.7,0.5125
1,GTFT(0.1),Random (0.5),3000110000800,2.3,2.3,0.525,0.525,0.275
1,GTFT(0.1),Random (0.5),3000110000802,2.25,2.4375,0.575,0.5375,0.325
1,GTFT(0.1),Random (0.5),3000110000804,2.125,2.625,0.6,0.5,0.275
1,GTFT(0.1),Random (0.5),3000110000806,2.15,2.3375,0.525,0.4875,0.275
1,GTFT(0.1),Random (0.5),3000110000808,2.3875,2.6375,0.6625,0.6125,0.4
1,GTFT(0.1),Random (0.5),3000110000810,2.25,2.5,0.5875,0.5375,0.3125
1,GTFT(0.1),Random (0.5),3000110000812,2.2375,2.4875,0.575,0.525,0.2875
1,GTFT(0.1),Random (0.5),3000110000814,2.15,2.3375,0.5375,0.5,0.3125
1,GTFT(0.1),Random (0.5),3000110000816,2.325,2.2625,0.5125,0.525,0.2625
1,GTFT(0.1),Random (0.5),3000110000818,2.2625,2.45,0.5625,0.525,0.275
1,GTFT(0.1),Random (0.5),3000110000820,2.0375,2.6,0.6125,0.5,0.35
1,GTFT(0.1),Random (0.5),3000110000822,2.2625,2.5125,0.5875,0.5375,0.3
1,GTFT(0.1),Random (0.5),3000110000824,1.925,2.3625,0.4875,0.4,0.1875
1,GTFT(0.1),Random (0.5),3000110000826,2.325,2.7,0.675,0.6,0.4
1,GTFT(0.1),Random (0.5),3000110000828,2.175,2.675,0.625,0.525,0.3
1,GTFT(0.1),Random (0.5),3000110000830,2.25,2.375,0.525,0.5,0.225
1,GTFT(0.1),Random (0.5),3000110000832,2.0875,2.15,0.425,0.4125,0.1375
1,GTFT(0.1),Random (0.5),3000110000834,2.1875,2.4375,0.5875,0.5375,0.375
1,GTFT(0.1),Random (0.5),3000110000836,2.15,2.525,0.5875,0.5125,0.3125
1,GTFT(0.1),Random (0.5),3000110000838,2.0625,2.4375,0.5375,0.4625,0.25
1,GTFT(0.1),Tester,3000110001000,1.125,1.375,0.1125,0.0625,0.0125
1,GTFT(0.1),Tester,3000110001002,0.8875,1.95,0.25,0.0375,0.0125
1,GTFT(0.1),Tester,3000110001004,0.975,2.1,0.3,0.075,0.025
1,GTFT(0.1),Tester,3000110001006,1.1,1.7875,0.2375,0.1,0.0625
1,GTFT(0.1),Tester,3000110001008,1.2375,1.6125,0.1875,0.1125,0.025
1,GTFT(0.1),Tester,3000110001010,0.95,1.7,0.1875,0.0375,0.0125
1,GTFT(0.1),Tester,3000110001012,1.8,2.05,0.4,0.35,0.2
1,GTFT(0.1),Tester,3000110001014,1.0875,1.7125,0.2,0.075,0.0125
1,GTFT(0.1),Tester,3000110001016,0.975,2.1625,0.3125,0.075,0.0125
1,GTFT(0.1),Tester,3000110001018,0.8875,1.7625,0.2,0.025,0.0125
1,GTFT(0.1),Tester,3000110001020,1.1375,1.825,0.2375,0.1,0.025
1,GTFT(0.1),Tester,3000110001022,1.025,1.5875,0.1625,0.05,0.0125
1,GTFT(0.1),Tester,3000110001024,0.9875,1.8,0.225,0.0625,0.0375
1,GTFT(0.1),Tester,3000110001026,0.8875,1.575,0.15,0.0125,0.0125
1,GTFT(0.1),Tester,3000110001028,0.95,1.325,0.0875,0.0125,0.0125
1,GTFT(0.1),Tester,3000110001030,2.1375,2.5125,0.6,0.525,0.3625
1,GTFT(0.1),Tester,3000110001032,1.05,2.1125,0.3125,0.1,0.0375
1,GTFT(0.1),Tester,3000110001034,0.95,1.5125,0.1375,0.025,0.0125
1,GTFT(0.1),Tester,3000110001036,1.025,1.775,0.2125,0.0625,0.0125
1,GTFT(0.1),Tester,3000110001038,1.075,1.7625,0.2125,0.075,0.0125
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001200,2.2375,2.3,0.525,0.5125,0.2875
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001202,2.45,2.3875,0.6,0.6125,0.4
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001204,2.3875,2.6375,0.6875,0.6375,0.475
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001206,2.2875,2.2875,0.525,0.525,0.2875
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001208,2.175,2.3625,0.525,0.4875,0.25
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001210,2.35,2.475,0.6125,0.5875,0.3875
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001212,2.25,2.625,0.6625,0.5875,0.4375
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001214,2.4375,2.25,0.5375,0.575,0.325
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001216,2.4875,2.425,0.625,0.6375,0.4375
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001218,2.1375,2.2,0.4625,0.45,0.2
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001220,2.2,2.5125,0.6,0.5375,0.35
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001222,2.2875,2.6,0.65,0.5875,0.4125
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001224,2.25,2.5,0.6125,0.5625,0.3875
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001226,2.4,2.525,0.6625,0.6375,0.4875
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001228,2.3,2.4875,0.6125,0.575,0.3875
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001230,2.4125,2.475,0.6375,0.625,0.45
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001232,2.0875,2.2125,0.4375,0.4125,0.125
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001234,2.3125,2.4375,0.6,0.575,0.3875
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001236,2.2,2.5125,0.6125,0.55,0.3875
1,GTFT(0.1),Pavlov (Win-Stay Lose-Shift),3000110001238,2.45,2.575,0.6875,0.6625,0.5125
1,Pavlov,Tit For Tat,3000110000000,2.3625,2.2375,0.5125,0.5375,0.275
1,Pavlov,Tit For Tat,3000110000002,2.5,2.5,0.6625,0.6625,0.4875
1,Pavlov,Tit For Tat,3000110000004,2.0375,1.975,0.3375,0.35,0.025
1,Pavlov,Tit For Tat,3000110000006,2.175,2.2375,0.4625,0.45,0.1625
1,Pavlov,Tit For Tat,3000110000008,2.0875,2.0875,0.3875,0.3875,0.075
1,Pavlov,Tit For Tat,3000110000010,2.3875,2.3875,0.575,0.575,0.3375
1,Pavlov,Tit For Tat,3000110000012,2.5,2.3125,0.5875,0.625,0.4125
1,Pavlov,Tit For Tat,3000110000014,2.4,2.4,0.5875,0.5875,0.3625
1,Pavlov,Tit For Tat,3000110000016,2.1375,2.0125,0.375,0.4,0.0875
1,Pavlov,Tit For Tat,3000110000018,2.325,2.3875,0.575,0.5625,0.35
1,Pavlov,Tit For Tat,3000110000020,2.25,2.1875,0.475,0.4875,0.225
1,Pavlov,Tit For Tat,3000110000022,2.175,2.2375,0.475,0.4625,0.2
1,Pavlov,Tit For Tat,3000110000024,2.7625,2.6375,0.7875,0.8125,0.7
1,Pavlov,Tit For Tat,3000110000026,2.325,2.325,0.55,0.55,0.325
1,Pavlov,Tit For Tat,3000110000028,2.3375,2.4625,0.6125,0.5875,0.4
1,Pavlov,Tit For Tat,3000110000030,2.2,2.075,0.425,0.45,0.175
1,Pavlov,Tit For Tat,3000110000032,2.175,2.175,0.4375,0.4375,0.1375
1,Pavlov,Tit For Tat,3000110000034,2.2875,2.2875,0.5125,0.5125,0.25
1,Pavlov,Tit For Tat,3000110000036,2.375,2.1875,0.5,0.5375,0.275
1,Pavlov,Tit For Tat,3000110000038,2.275,2.2125,0.4875,0.5,0.2375
1,Pavlov,Always Defect,3000110000200,0.625,2.875,0.475,0.025,0.0
1,Pavlov,Always Defect,3000110000202,0.775,2.9,0.5,0.075,0.025
1,Pavlov,Always Defect,3000110000204,0.8,2.8625,0.5,0.0875,0.05
1,Pavlov,Always Defect,3000110000206,0.725,2.975,0.525,0.075,0.05
1,Pavlov,Always Defect,3000110000208,0.625,2.9375,0.5,0.0375,0.025
1,Pavlov,Always Defect,3000110000210,0.8,2.9875,0.5375,0.1,0.0625
1,Pavlov,Always Defect,3000110000212,0.7125,2.9625,0.525,0.075,0.0625
1,Pavlov,Always Defect,3000110000214,0.75,2.9375,0.5125,0.075,0.0375
1,Pavlov,Always Defect,3000110000216,0.7125,2.9625,0.5125,0.0625,0.025
1,Pavlov,Always Defect,3000110000218,0.65,2.9625,0.5125,0.05,0.0375
1,Pavlov,Always Defect,3000110000220,0.7125,3.025,0.5375,0.075,0.05
1,Pavlov,Always Defect,3000110000222,0.5625,2.9375,0.4875,0.0125,0.0
1,Pavlov,Always Defect,3000110000224,0.6875,2.875,0.4875,0.05,0.025
1,Pavlov,Always Defect,3000110000226,0.675,2.925,0.5,0.05,0.025
1,Pavlov,Always Defect,3000110000228,0.5375,2.975,0.5,0.0125,0.0125
1,Pavlov,Always Defect,3000110000230,0.5875,3.025,0.5125,0.025,0.0
1,Pavlov,Always Defect,3000110000232,0.775,2.8375,0.4875,0.075,0.0375
1,Pavlov,Always Defect,3000110000234,0.6125,2.9875,0.5125,0.0375,0.025
1,Pavlov,Always Defect,3000110000236,0.7125,2.9,0.4875,0.05,0.0
1,Pavlov,Always Defect,3000110000238,0.8,2.8625,0.5,0.0875,0.05
1,Pavlov,Grudger,3000110000400,1.3375,2.8375,0.6,0.3,0.2625
1,Pavlov,Grudger,3000110000402,0.7125,2.8375,0.475,0.05,0.0125
1,Pavlov,Grudger,3000110000404,0.7625,2.8875,0.5,0.075,0.0375
1,Pavlov,Grudger,3000110000406,0.925,2.9875,0.575,0.1625,0.15
1,Pavlov,Grudger,3000110000408,0.8625,2.925,0.5375,0.125,0.1
1,Pavlov,Grudger,3000110000410,1.2125,2.8375,0.575,0.25,0.2125
1,Pavlov,Grudger,3000110000412,0.85,2.9125,0.525,0.1125,0.075
1,Pavlov,Grudger,3000110000414,0.725,2.85,0.4875,0.0625,0.0375
1,Pavlov,Grudger,3000110000416,0.8625,2.8,0.4875,0.1,0.05
1,Pavlov,Grudger,3000110000418,1.025,2.775,0.5125,0.1625,0.1125
1,Pavlov,Grudger,3000110000420,1.225,2.9125,0.6125,0.275,0.2625
1,Pavlov,Grudger,3000110000422,0.9,2.9625,0.5625,0.15,0.1375
1,Pavlov,Grudger,3000110000424,1.3875,2.8875,0.6375,0.3375,0.325
1,Pavlov,Grudger,3000110000426,1.0375,2.7875,0.5125,0.1625,0.1
1,Pavlov,Grudger,3000110000428,1.1625,2.85,0.5625,0.225,0.175
1,Pavlov,Grudger,3000110000430,0.65,2.9625,0.5,0.0375,0.0
1,Pavlov,Grudger,3000110000432,0.75,2.9375,0.525,0.0875,0.075
1,Pavlov,Grudger,3000110000434,0.6875,2.875,0.4875,0.05,0.025
1,Pavlov,Grudger,3000110000436,0.6875,2.9375,0.5,0.05,0.0125
1,Pavlov,Grudger,3000110000438,0.8875,2.825,0.5,0.1125,0.0625
1,Pavlov,Joss (0.9),3000110000600,2.15,2.275,0.5,0.475,0.25
1,Pavlov,Joss (0.9),3000110000602,1.9875,2.1125,0.3875,0.3625,0.075
1,Pavlov,Joss (0.9),3000110000604,2.1875,2.3125,0.5125,0.4875,0.25
1,Pavlov,Joss (0.9),3000110000606,2.125,2.0625,0.4,0.4125,0.125
1,Pavlov,Joss (0.9),3000110000608,2.3,2.3625,0.5625,0.55,0.3375
1,Pavlov,Joss (0.9),3000110000610,2.1625,2.35,0.525,0.4875,0.2625
1,Pavlov,Joss (0.9),3000110000612,1.9625,2.275,0.45,0.3875,0.1375
1,Pavlov,Joss (0.9),3000110000614,1.8625,2.2375,0.4125,0.3375,0.075
1,Pavlov,Joss (0.9),3000110000616,2.05,2.1125,0.3875,0.375,0.0625
1,Pavlov,Joss (0.9),3000110000618,1.7375,2.2375,0.3875,0.2875,0.025
1,Pavlov,Joss (0.9),3000110000620,2.1375,2.3875,0.525,0.475,0.2375
1,Pavlov,Joss (0.9),3000110000622,2.1875,2.3125,0.5125,0.4875,0.25
1,Pavlov,Joss (0.9),3000110000624,2.1375,2.2625,0.475,0.45,0.1875
1,Pavlov,Joss (0.9),3000110000626,2.225,2.475,0.6,0.55,0.375
1,Pavlov,Joss (0.9),3000110000628,1.9875,2.175,0.4,0.3625,0.0625
1,Pavlov,Joss (0.9),3000110000630,2.0,2.25,0.4375,0.3875,0.1125
1,Pavlov,Joss (0.9),3000110000632,2.1,2.2875,0.4875,0.45,0.2125
1,Pavlov,Joss (0.9),3000110000634,2.075,2.325,0.5,0.45,0.225
1,Pavlov,Joss (0.9),3000110000636,2.4,2.4625,0.6375,0.625,0.4625
1,Pavlov,Joss (0.9),3000110000638,2.125,2.3125,0.5,0.4625,0.225
1,Pavlov,Random (0.5),3000110000800,2.35,2.225,0.5,0.525,0.25
1,Pavlov,Random (0.5),3000110000802,2.4625,2.025,0.45,0.5375,0.2375
1,Pavlov,Random (0.5),3000110000804,2.2,2.325,0.525,0.5,0.275
1,Pavlov,Random (0.5),3000110000806,2.3,2.1125,0.45,0.4875,0.2
1,Pavlov,Random (0.5),3000110000808,2.425,2.425,0.6125,0.6125,0.4125
1,Pavlov,Random (0.5),3000110000810,2.3,2.3,0.5375,0.5375,0.3125
1,Pavlov,Random (0.5),3000110000812,2.3375,2.275,0.5125,0.525,0.25
1,Pavlov,Random (0.5),3000110000814,2.375,2.0625,0.4375,0.5,0.1875
1,Pavlov,Random (0.5),3000110000816,2.325,2.2625,0.5125,0.525,0.2625
1,Pavlov,Random (0.5),3000110000818,2.35,2.225,0.5,0.525,0.25
1,Pavlov,Random (0.5),3000110000820,2.3875,2.0125,0.425,0.5,0.1875
1,Pavlov,Random (0.5),3000110000822,2.325,2.2625,0.525,0.5375,0.3
1,Pavlov,Random (0.5),3000110000824,1.7625,2.575,0.5625,0.4,0.275
1,Pavlov,Random (0.5),3000110000826,2.675,1.9875,0.4625,0.6,0.2625
1,Pavlov,Random (0.5),3000110000828,2.2625,2.3875,0.55,0.525,0.2875
1,Pavlov,Random (0.5),3000110000830,2.175,2.425,0.55,0.5,0.275
1,Pavlov,Random (0.5),3000110000832,2.025,2.275,0.4625,0.4125,0.1625
1,Pavlov,Random (0.5),3000110000834,2.6,1.85,0.3875,0.5375,0.1625
1,Pavlov,Random (0.5),3000110000836,2.175,2.425,0.5625,0.5125,0.3125
1,Pavlov,Random (0.5),3000110000838,2.0125,2.3875,0.5375,0.4625,0.3
1,Pavlov,Tester,3000110001000,0.6625,2.975,0.525,0.0625,0.0625
1,Pavlov,Tester,3000110001002,0.6125,3.05,0.525,0.0375,0.0125
1,Pavlov,Tester,3000110001004,0.7375,2.9875,0.525,0.075,0.0375
1,Pavlov,Tester,3000110001006,0.8625,2.8625,0.5,0.1,0.0375
1,Pavlov,Tester,3000110001008,0.8375,2.9,0.525,0.1125,0.0875
1,Pavlov,Tester,3000110001010,0.5875,3.025,0.525,0.0375,0.0375
1,Pavlov,Tester,3000110001012,2.0625,2.25,0.4625,0.425,0.175
1,Pavlov,Tester,3000110001014,0.7375,2.925,0.5125,0.075,0.05
1,Pavlov,Tester,3000110001016,0.7625,2.8875,0.5,0.075,0.0375
1,Pavlov,Tester,3000110001018,0.55,3.05,0.525,0.025,0.025
1,Pavlov,Tester,3000110001020,0.875,2.8125,0.4875,0.1,0.0375
1,Pavlov,Tester,3000110001022,0.6625,2.975,0.5125,0.05,0.025
1,Pavlov,Tester,3000110001024,0.7125,2.9,0.5,0.0625,0.0375
1,Pavlov,Tester,3000110001026,0.5375,2.975,0.5,0.0125,0.0125
1,Pavlov,Tester,3000110001028,0.525,3.025,0.5125,0.0125,0.0125
1,Pavlov,Tester,3000110001030,2.5,2.5625,0.6875,0.675,0.5125
1,Pavlov,Tester,3000110001032,0.8125,2.9375,0.525,0.1,0.0625
1,Pavlov,Tester,3000110001034,0.6,2.9125,0.4875,0.025,0.0125
1,Pavlov,Tester,3000110001036,0.7125,2.9,0.5,0.0625,0.0375
1,Pavlov,Tester,3000110001038,0.7875,2.85,0.4875,0.075,0.025
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001200,2.8125,2.8125,0.8875,0.8875,0.85
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001202,2.8375,2.65,0.825,0.8625,0.7875
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001204,2.8625,2.7375,0.8625,0.8875,0.825
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001206,2.8375,2.775,0.875,0.8875,0.8375
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001208,2.8125,2.9375,0.9375,0.9125,0.9
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001210,2.7125,2.7125,0.825,0.825,0.7625
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001212,2.8125,2.6875,0.8375,0.8625,0.8
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001214,2.725,2.7875,0.8625,0.85,0.8125
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001216,2.65,2.775,0.8375,0.8125,0.7625
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001218,2.5625,2.75,0.8125,0.775,0.725
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001220,2.8375,2.775,0.875,0.8875,0.8375
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001222,3.0,2.75,0.9,0.95,0.9
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001224,2.8625,2.6125,0.8125,0.8625,0.775
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001226,2.8125,2.8125,0.8875,0.8875,0.85
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001228,2.9625,2.775,0.9,0.9375,0.8875
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001230,2.5625,2.75,0.8125,0.775,0.725
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001232,2.775,2.525,0.7625,0.8125,0.7125
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001234,2.75,2.75,0.85,0.85,0.8
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001236,2.725,2.6625,0.8125,0.825,0.7625
1,Pavlov,Pavlov (Win-Stay Lose-Shift),3000110001238,2.775,2.65,0.8125,0.8375,0.7625
1,ALLD,Tit For Tat,3000110000000,1.4375,0.9375,0.0125,0.1125,0.0
1,ALLD,Tit For Tat,3000110000002,1.3875,1.2,0.0875,0.125,0.025
1,ALLD,Tit For Tat,3000110000004,1.2,1.1375,0.05,0.0625,0.0
1,ALLD,Tit For Tat,3000110000006,1.2625,1.2,0.075,0.0875,0.0125
1,ALLD,Tit For Tat,3000110000008,1.3375,1.0875,0.05,0.1,0.0125
1,ALLD,Tit For Tat,3000110000010,1.4375,1.125,0.0625,0.125,0.0
1,ALLD,Tit For Tat,3000110000012,1.225,1.225,0.075,0.075,0.0
1,ALLD,Tit For Tat,3000110000014,1.4625,1.3375,0.125,0.15,0.0125
1,ALLD,Tit For Tat,3000110000016,1.3625,1.175,0.075,0.1125,0.0125
1,ALLD,Tit For Tat,3000110000018,1.3125,1.0625,0.0375,0.0875,0.0
1,ALLD,Tit For Tat,3000110000020,1.3625,1.05,0.0375,0.1,0.0
1,ALLD,Tit For Tat,3000110000022,1.2625,1.0125,0.025,0.075,0.0125
1,ALLD,Tit For Tat,3000110000024,1.225,1.0375,0.025,0.0625,0.0
1,ALLD,Tit For Tat,3000110000026,1.5625,1.0625,0.0625,0.1625,0.025
1,ALLD,Tit For Tat,3000110000028,1.45,1.075,0.05,0.125,0.0
1,ALLD,Tit For Tat,3000110000030,1.325,1.2,0.075,0.1,0.0
1,ALLD,Tit For Tat,3000110000032,1.5,1.1875,0.0875,0.15,0.0125
1,ALLD,Tit For Tat,3000110000034,1.425,1.175,0.075,0.125,0.0
1,ALLD,Tit For Tat,3000110000036,1.5,1.0625,0.05,0.1375,0.0
1,ALLD,Tit For Tat,3000110000038,1.2875,1.1,0.05,0.0875,0.0125
1,ALLD,Always Defect,3000110000200,1.05,1.175,0.05,0.025,0.0
1,ALLD,Always Defect,3000110000202,1.1875,1.3125,0.1,0.075,0.0125
1,ALLD,Always Defect,3000110000204,1.3125,1.0625,0.0375,0.0875,0.0
