seed,regime,i,j,opponent,match_seed,score_per_turn,opponent_score_per_turn,cooperation,opponent_cooperation,mutual_cooperation,mean_cooperation,mean_payoff
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000000,2.2375,1.425,0.2625,0.425,0.2,0.34375,1.8312499999999998
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000002,2.1125,1.6125,0.275,0.375,0.1125,0.325,1.8624999999999998
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000004,2.0875,1.65,0.2875,0.375,0.125,0.33125,1.86875
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000006,1.8125,1.75,0.3,0.3125,0.1375,0.30625,1.78125
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000008,2.125,1.5625,0.275,0.3875,0.15,0.33125000000000004,1.84375
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000010,1.8,1.675,0.2875,0.3125,0.1625,0.3,1.7375
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000012,1.95,1.6375,0.275,0.3375,0.125,0.30625,1.79375
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000014,1.4,2.15,0.3875,0.2375,0.1625,0.3125,1.775
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000016,2.175,1.425,0.2375,0.3875,0.1375,0.3125,1.7999999999999998
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000018,1.925,1.55,0.2375,0.3125,0.0875,0.275,1.7375
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000020,2.225,1.5375,0.2875,0.425,0.1875,0.35624999999999996,1.88125
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000022,1.7,1.8875,0.325,0.2875,0.125,0.30625,1.79375
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000024,2.0375,1.5375,0.2625,0.3625,0.15,0.3125,1.7875
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000026,1.85,1.6625,0.275,0.3125,0.125,0.29375,1.75625
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000028,2.0375,1.5375,0.225,0.325,0.0375,0.275,1.7875
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000030,2.0875,1.65,0.3125,0.4,0.2,0.35625,1.86875
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000032,1.775,1.65,0.2625,0.2875,0.1125,0.275,1.7125
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000034,1.925,1.675,0.275,0.325,0.1,0.30000000000000004,1.8
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000036,1.375,2.1875,0.3875,0.225,0.1375,0.30625,1.78125
0,fixed,0,1,"Memory-1(0.760809772842149, 0.0, 0.1893088517940442, 0.0, 0.5401925302679484)",3000000000038,1.9875,1.6125,0.2875,0.3625,0.175,0.32499999999999996,1.8
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000200,2.1,1.5375,0.2625,0.375,0.1375,0.31875,1.81875
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000202,2.4125,1.35,0.25,0.4625,0.1875,0.35625,1.88125
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000204,2.0875,1.5875,0.2875,0.3875,0.175,0.3375,1.8375
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000206,1.925,1.8,0.3375,0.3625,0.1875,0.35,1.8625
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000208,2.075,1.6375,0.3,0.3875,0.175,0.34375,1.8562500000000002
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000210,2.275,1.275,0.2125,0.4125,0.1625,0.3125,1.775
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000212,1.9875,1.6125,0.275,0.35,0.1375,0.3125,1.8
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000214,2.2,1.5125,0.275,0.4125,0.175,0.34375,1.8562500000000002
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000216,2.0375,1.725,0.3375,0.4,0.225,0.36875,1.88125
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000218,2.05,1.675,0.2875,0.3625,0.1125,0.32499999999999996,1.8624999999999998
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000220,1.975,1.6,0.275,0.35,0.15,0.3125,1.7875
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000222,2.2875,1.4125,0.25,0.425,0.1625,0.3375,1.85
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000224,2.1875,1.4375,0.2625,0.4125,0.2,0.3375,1.8125
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000226,1.7875,1.85,0.3375,0.325,0.175,0.33125000000000004,1.81875
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000228,2.0875,1.5875,0.2875,0.3875,0.175,0.3375,1.8375
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000230,1.8625,1.8,0.3375,0.35,0.2,0.34375,1.83125
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000232,1.9625,1.65,0.275,0.3375,0.1125,0.30625,1.80625
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000234,1.6875,1.875,0.35,0.3125,0.2125,0.33125,1.78125
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000236,1.9125,1.6625,0.275,0.325,0.1125,0.30000000000000004,1.7875
0,fixed,0,2,"Memory-1(0.9158103124916285, 0.01410988926257694, 0.09685090763201461, 0.07513669299830977, 0.6018878787363459)",3000000000238,2.3625,1.2375,0.2,0.425,0.1375,0.3125,1.7999999999999998
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000600,2.275,1.525,0.2875,0.4375,0.1875,0.3625,1.9
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000602,1.925,1.7375,0.325,0.3625,0.2,0.34375,1.83125
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000604,2.1125,1.425,0.2625,0.4,0.225,0.33125000000000004,1.7687499999999998
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000606,2.0,1.625,0.3,0.375,0.2,0.3375,1.8125
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000608,2.2,1.45,0.25,0.4,0.15,0.325,1.8250000000000002
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000610,2.2,1.5125,0.2875,0.425,0.2125,0.35624999999999996,1.8562500000000002
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000612,1.9375,1.625,0.3,0.3625,0.2125,0.33125,1.78125
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000614,2.275,1.4,0.2375,0.4125,0.1375,0.32499999999999996,1.8375
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000616,1.95,1.7625,0.3375,0.375,0.2125,0.35625,1.85625
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000618,2.1875,1.4375,0.2375,0.3875,0.125,0.3125,1.8125
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000620,2.475,1.2875,0.2125,0.45,0.1125,0.33125,1.88125
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000622,1.9625,1.7125,0.3125,0.3625,0.175,0.3375,1.8375
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000624,2.2125,1.4,0.2375,0.4,0.15,0.31875,1.80625
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000626,2.2375,1.3625,0.225,0.4,0.1375,0.3125,1.7999999999999998
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000628,1.975,1.6625,0.2875,0.35,0.1375,0.31875,1.81875
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000630,2.0125,1.7625,0.325,0.375,0.1625,0.35,1.8875000000000002
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000632,2.075,1.575,0.275,0.375,0.15,0.325,1.8250000000000002
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000634,2.0125,1.7625,0.325,0.375,0.1625,0.35,1.8875000000000002
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000636,2.05,1.675,0.3,0.375,0.15,0.3375,1.8624999999999998
0,fixed,0,3,"Memory-1(0.8845954943037642, 0.0, 0.16145651521480028, 0.11069604027689432, 0.6290448892968077)",3000000000638,2.1875,1.5,0.2625,0.4,0.15,0.33125000000000004,1.84375
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001200,2.05,1.4875,0.225,0.3375,0.075,0.28125,1.7687499999999998
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001202,2.2125,1.4,0.225,0.3875,0.1125,0.30625,1.80625
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001204,2.0625,1.75,0.325,0.3875,0.1625,0.35625,1.90625
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001206,1.7,1.7625,0.2875,0.275,0.1125,0.28125,1.73125
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001208,1.65,1.9625,0.3375,0.275,0.1125,0.30625,1.80625
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001210,2.075,1.575,0.2625,0.3625,0.1125,0.3125,1.8250000000000002
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001212,1.7375,1.7375,0.3,0.3,0.1625,0.3,1.7375
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001214,1.925,1.6125,0.2625,0.325,0.1125,0.29375,1.76875
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001216,2.075,1.5125,0.25,0.3625,0.125,0.30625,1.7937500000000002
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001218,1.7125,2.025,0.375,0.3125,0.1625,0.34375,1.86875
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001220,2.5375,1.0375,0.1375,0.4375,0.075,0.2875,1.7875
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001222,2.3125,1.375,0.25,0.4375,0.1875,0.34375,1.84375
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001224,1.775,1.8375,0.325,0.3125,0.15,0.31875,1.80625
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001226,1.725,1.7875,0.3125,0.3,0.1625,0.30625,1.75625
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001228,1.825,1.7,0.2875,0.3125,0.1375,0.3,1.7625
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001230,1.95,1.7,0.275,0.325,0.075,0.30000000000000004,1.825
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001232,2.2875,1.35,0.225,0.4125,0.1375,0.31875,1.81875
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001234,1.8875,1.575,0.25,0.3125,0.1125,0.28125,1.73125
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001236,1.95,1.7,0.3125,0.3625,0.1875,0.3375,1.825
0,fixed,0,4,"Memory-1(0.773870152696215, 0.06353997143094084, 0.2952211109388942, 0.0, 0.5021242581296559)",3000000001238,1.975,1.4125,0.2,0.3125,0.075,0.25625,1.69375
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002000,2.0,1.5625,0.25,0.3375,0.1,0.29375,1.78125
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002002,2.125,1.5,0.275,0.4,0.2,0.3375,1.8125
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002004,1.9875,1.55,0.25,0.3375,0.1125,0.29375,1.76875
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002006,1.825,1.6375,0.2875,0.325,0.1875,0.30625,1.73125
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002008,2.0125,1.575,0.2875,0.375,0.2,0.33125,1.7937500000000002
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002010,2.225,1.35,0.225,0.4,0.15,0.3125,1.7875
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002012,2.125,1.5,0.2625,0.3875,0.1625,0.325,1.8125
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002014,1.975,1.6625,0.3,0.3625,0.175,0.33125,1.81875
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002016,2.2625,1.3875,0.25,0.425,0.1875,0.3375,1.8250000000000002
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002018,1.775,1.9,0.35,0.325,0.175,0.3375,1.8375
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002020,1.775,1.9,0.35,0.325,0.175,0.3375,1.8375
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002022,2.0,1.5625,0.2875,0.375,0.2125,0.33125,1.78125
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002024,2.1625,1.4125,0.2375,0.3875,0.15,0.3125,1.7875
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002026,2.2875,1.35,0.225,0.4125,0.1375,0.31875,1.81875
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002028,1.975,1.725,0.3375,0.3875,0.2375,0.36250000000000004,1.85
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002030,2.05,1.55,0.2875,0.3875,0.2125,0.3375,1.7999999999999998
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002032,2.0375,1.5375,0.2625,0.3625,0.15,0.3125,1.7875
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002034,2.025,1.4625,0.2375,0.35,0.1375,0.29374999999999996,1.74375
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002036,2.0375,1.5375,0.2625,0.3625,0.15,0.3125,1.7875
0,fixed,0,5,"Memory-1(0.6718887493702418, 0.0, 0.0, 0.007762765611482207, 0.6659423596394042)",3000000002038,2.025,1.525,0.2625,0.3625,0.1625,0.3125,1.775
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003000,1.675,1.7375,0.2875,0.275,0.1375,0.28125,1.70625
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003002,2.0125,1.5125,0.25,0.35,0.1375,0.3,1.7625000000000002
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003004,1.825,1.575,0.25,0.3,0.125,0.275,1.7
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003006,2.15,1.5875,0.3,0.4125,0.2,0.35624999999999996,1.86875
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003008,2.075,1.6375,0.3,0.3875,0.175,0.34375,1.8562500000000002
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003010,1.675,1.925,0.325,0.275,0.1,0.30000000000000004,1.8
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003012,2.0,1.625,0.2875,0.3625,0.1625,0.32499999999999996,1.8125
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003014,1.8,1.675,0.275,0.3,0.125,0.2875,1.7375
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003016,1.9875,1.7375,0.3125,0.3625,0.15,0.3375,1.8625
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003018,1.875,1.4375,0.2125,0.3,0.1125,0.25625,1.65625
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003020,2.0875,1.4,0.225,0.3625,0.1375,0.29375,1.74375
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003022,1.9375,1.625,0.275,0.3375,0.1375,0.30625,1.78125
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003024,1.7875,1.6625,0.275,0.3,0.1375,0.2875,1.725
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003026,1.8625,1.7375,0.3125,0.3375,0.175,0.325,1.8
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003028,1.925,1.675,0.2875,0.3375,0.1375,0.3125,1.8
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003030,1.8625,1.6125,0.2625,0.3125,0.125,0.2875,1.7375
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003032,1.7,1.825,0.3125,0.2875,0.1375,0.3,1.7625
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003034,2.0,1.6875,0.325,0.3875,0.225,0.35625,1.84375
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003036,1.775,1.7125,0.2875,0.3,0.1375,0.29374999999999996,1.74375
0,fixed,0,6,"Memory-1(0.8370175367331114, 0.08464704113444979, 0.09823046128727358, 0.008739846872240309, 0.5360205689682958)",3000000003038,1.8375,1.8375,0.35,0.35,0.2125,0.35,1.8375
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004200,2.6,1.1625,0.2,0.4875,0.15,0.34375,1.88125
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004202,2.1125,1.6125,0.3125,0.4125,0.225,0.3625,1.8624999999999998
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004204,2.35,1.475,0.275,0.45,0.175,0.36250000000000004,1.9125
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004206,2.2375,1.4875,0.2625,0.4125,0.15,0.3375,1.8624999999999998
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004208,2.325,1.575,0.3125,0.4625,0.2125,0.3875,1.9500000000000002
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004210,2.1875,1.375,0.225,0.3875,0.1375,0.30625,1.78125
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004212,2.3625,1.175,0.175,0.4125,0.1125,0.29374999999999996,1.7687499999999998
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004214,2.225,1.475,0.2625,0.4125,0.1625,0.3375,1.85
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004216,2.3375,1.65,0.35,0.4875,0.2625,0.41874999999999996,1.99375
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004218,2.1375,1.5125,0.2875,0.4125,0.225,0.35,1.8250000000000002
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004220,2.5375,1.35,0.2625,0.5,0.2,0.38125,1.94375
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004222,2.475,1.4125,0.2625,0.475,0.1625,0.36875,1.94375
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004224,2.625,1.125,0.1875,0.4875,0.1375,0.3375,1.875
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004226,2.1875,1.625,0.325,0.4375,0.2375,0.38125,1.90625
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004228,2.475,1.2875,0.2125,0.45,0.1125,0.33125,1.88125
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004230,2.2,1.575,0.3,0.425,0.2,0.3625,1.8875000000000002
0,fixed,0,7,"Memory-1(0.8213407752983901, 0.059637452419805836, 0.2320927985732748, 0.0, 0.7365260698522108)",3000000004232,2.55,1.175,0.2,0.475,0.15,0.3375,1.8624999999999998
