seed,regime,evaluation_set,opponent,match_seed,score_per_turn,opponent_score_per_turn,cooperation,opponent_cooperation,mutual_cooperation
0,mixed,common_field,Tester,3000010001004,1.525,1.3375,0.1375,0.175,0.0375
0,mixed,common_field,Tester,3000010001006,1.5375,1.2875,0.125,0.175,0.0375
0,mixed,common_field,Tester,3000010001008,1.4,1.2125,0.0875,0.125,0.0125
0,mixed,common_field,Tester,3000010001010,1.625,1.125,0.075,0.175,0.0
0,mixed,common_field,Tester,3000010001012,1.55,1.3625,0.15,0.1875,0.05
0,mixed,common_field,Tester,3000010001014,1.4125,1.225,0.0875,0.125,0.0
0,mixed,common_field,Tester,3000010001016,1.625,1.25,0.1125,0.1875,0.0125
0,mixed,common_field,Tester,3000010001018,1.025,1.525,0.15,0.05,0.025
0,mixed,common_field,Tester,3000010001020,1.575,1.075,0.0625,0.1625,0.0125
0,mixed,common_field,Tester,3000010001022,1.825,1.2,0.1125,0.2375,0.0125
0,mixed,common_field,Tester,3000010001024,1.7375,1.3,0.15,0.2375,0.0625
0,mixed,common_field,Tester,3000010001026,1.4,1.2125,0.0875,0.125,0.0125
0,mixed,common_field,Tester,3000010001028,1.175,1.2375,0.075,0.0625,0.0
0,mixed,common_field,Tester,3000010001030,1.4875,1.3625,0.1375,0.1625,0.025
0,mixed,common_field,Tester,3000010001032,1.525,1.275,0.1125,0.1625,0.0125
0,mixed,common_field,Tester,3000010001034,1.45,1.2625,0.1,0.1375,0.0
0,mixed,common_field,Tester,3000010001036,1.575,1.325,0.1375,0.1875,0.0375
0,mixed,common_field,Tester,3000010001038,1.5875,1.4,0.1625,0.2,0.05
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001200,2.925,0.6125,0.025,0.4875,0.0
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001202,2.85,0.9125,0.125,0.5125,0.075
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001204,2.925,0.8,0.1,0.525,0.075
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001206,2.8625,0.8,0.0875,0.5,0.05
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001208,2.9375,0.6875,0.0625,0.5125,0.05
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001210,2.8625,0.8625,0.1125,0.5125,0.075
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001212,2.9125,0.7875,0.0875,0.5125,0.05
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001214,3.0,0.75,0.1,0.55,0.1
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001216,2.9375,0.5625,0.0125,0.4875,0.0
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001218,2.875,0.6875,0.05,0.4875,0.025
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001220,3.075,0.575,0.0375,0.5375,0.0375
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001222,3.05,0.7375,0.0875,0.55,0.0625
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001224,3.025,0.7125,0.0875,0.55,0.0875
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001226,3.0125,0.7,0.075,0.5375,0.0625
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001228,2.9,0.8375,0.1,0.5125,0.05
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001230,2.9,0.65,0.0375,0.4875,0.0125
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001232,3.1375,0.575,0.0375,0.55,0.025
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001234,2.9875,0.675,0.05,0.5125,0.0125
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001236,2.9375,0.75,0.0875,0.525,0.075
0,mixed,common_field,Pavlov (Win-Stay Lose-Shift),3000010001238,3.0,0.75,0.1,0.55,0.1
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000000,1.2,1.325,0.1,0.075,0.0
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000002,1.2875,1.35,0.1125,0.1,0.0
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000004,1.1125,1.3,0.0875,0.05,0.0
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000006,1.2125,1.275,0.0875,0.075,0.0
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000008,1.1125,1.4875,0.1375,0.0625,0.0
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000010,1.0625,1.3125,0.0875,0.0375,0.0
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000012,1.4375,1.125,0.0625,0.125,0.0
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000014,1.65,1.275,0.125,0.2,0.025
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000016,1.35,1.1,0.05,0.1,0.0
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000018,1.525,0.9625,0.025,0.1375,0.0
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000020,1.3125,1.125,0.0625,0.1,0.025
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000022,1.1625,1.4125,0.125,0.075,0.0125
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000024,1.325,1.2,0.075,0.1,0.0
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000026,1.35,1.1,0.05,0.1,0.0
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000028,1.175,1.8,0.25,0.125,0.075
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000030,1.2375,1.175,0.0625,0.075,0.0
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000032,1.3875,1.1375,0.0625,0.1125,0.0
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000034,1.2,1.325,0.1,0.075,0.0
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000036,1.35,1.475,0.1625,0.1375,0.0375
0,mixed,self,"Memory-1(0.1700100122748175, 0.24538218491870473, 0.04551000835138352, 0.0, 0.05497170661079243)",3000020000038,1.3,1.05,0.0375,0.0875,0.0125
0,mixed,ALLC,Memory-1(ALLC),3000030000000,4.675,0.3625,0.1125,0.975,0.1125
0,mixed,ALLC,Memory-1(ALLC),3000030000002,4.575,0.325,0.0875,0.9375,0.0875
0,mixed,ALLC,Memory-1(ALLC),3000030000004,4.55,0.4875,0.15,0.9625,0.15
0,mixed,ALLC,Memory-1(ALLC),3000030000006,4.825,0.2,0.0625,0.9875,0.0625
0,mixed,ALLC,Memory-1(ALLC),3000030000008,4.4875,0.3625,0.0875,0.9125,0.075
0,mixed,ALLC,Memory-1(ALLC),3000030000010,4.375,0.625,0.175,0.925,0.15
0,mixed,ALLC,Memory-1(ALLC),3000030000012,4.6875,0.25,0.0625,0.95,0.05
0,mixed,ALLC,Memory-1(ALLC),3000030000014,4.75,0.3125,0.1,0.9875,0.1
0,mixed,ALLC,Memory-1(ALLC),3000030000016,4.65,0.15,0.025,0.925,0.025
0,mixed,ALLC,Memory-1(ALLC),3000030000018,4.775,0.0875,0.0125,0.95,0.0125
0,mixed,ALLC,Memory-1(ALLC),3000030000020,4.7,0.1375,0.025,0.9375,0.025
0,mixed,ALLC,Memory-1(ALLC),3000030000022,4.75,0.1875,0.05,0.9625,0.05
0,mixed,ALLC,Memory-1(ALLC),3000030000024,4.675,0.2375,0.0625,0.95,0.0625
0,mixed,ALLC,Memory-1(ALLC),3000030000026,4.5875,0.4625,0.1375,0.9625,0.125
0,mixed,ALLC,Memory-1(ALLC),3000030000028,4.425,0.2375,0.0375,0.875,0.0375
0,mixed,ALLC,Memory-1(ALLC),3000030000030,4.7,0.2,0.05,0.95,0.05
0,mixed,ALLC,Memory-1(ALLC),3000030000032,4.7,0.325,0.1,0.975,0.1
0,mixed,ALLC,Memory-1(ALLC),3000030000034,4.675,0.2375,0.0625,0.95,0.0625
0,mixed,ALLC,Memory-1(ALLC),3000030000036,4.5,0.4375,0.1125,0.925,0.0875
0,mixed,ALLC,Memory-1(ALLC),3000030000038,4.525,0.3375,0.0875,0.925,0.0875
1,fixed,common_field,Tit For Tat,3000110000000,2.25,2.1875,0.425,0.4375,0.075
1,fixed,common_field,Tit For Tat,3000110000002,2.1,2.0375,0.3625,0.375,0.0375
1,fixed,common_field,Tit For Tat,3000110000004,1.9625,2.0875,0.3625,0.3375,0.025
1,fixed,common_field,Tit For Tat,3000110000006,2.2125,2.15,0.4125,0.425,0.075
1,fixed,common_field,Tit For Tat,3000110000008,2.0875,2.15,0.3875,0.375,0.025
1,fixed,common_field,Tit For Tat,3000110000010,2.175,2.1125,0.3875,0.4,0.0375
1,fixed,common_field,Tit For Tat,3000110000012,2.1125,2.175,0.4,0.3875,0.0375
1,fixed,common_field,Tit For Tat,3000110000014,2.0875,2.0875,0.3875,0.3875,0.075
1,fixed,common_field,Tit For Tat,3000110000016,2.225,2.1625,0.4,0.4125,0.025
1,fixed,common_field,Tit For Tat,3000110000018,2.1125,2.1125,0.3875,0.3875,0.05
1,fixed,common_field,Tit For Tat,3000110000020,2.2,2.0125,0.3625,0.4,0.0375
1,fixed,common_field,Tit For Tat,3000110000022,2.125,2.1875,0.4,0.3875,0.025
1,fixed,common_field,Tit For Tat,3000110000024,2.1125,2.05,0.3625,0.375,0.025
1,fixed,common_field,Tit For Tat,3000110000026,2.3875,2.0125,0.4,0.475,0.1125
1,fixed,common_field,Tit For Tat,3000110000028,2.1875,2.0625,0.375,0.4,0.0375
1,fixed,common_field,Tit For Tat,3000110000030,2.175,2.1125,0.4,0.4125,0.075
1,fixed,common_field,Tit For Tat,3000110000032,2.2,2.1375,0.4125,0.425,0.0875
1,fixed,common_field,Tit For Tat,3000110000034,2.2375,2.175,0.4125,0.425,0.05
1,fixed,common_field,Tit For Tat,3000110000036,2.325,2.2,0.4375,0.4625,0.0875
1,fixed,common_field,Tit For Tat,3000110000038,2.1875,2.0,0.3625,0.4,0.05
1,fixed,common_field,Always Defect,3000110000200,0.6375,2.7625,0.45,0.025,0.0125
1,fixed,common_field,Always Defect,3000110000202,0.8125,2.625,0.4375,0.075,0.05
1,fixed,common_field,Always Defect,3000110000204,0.9,2.525,0.4125,0.0875,0.0375
1,fixed,common_field,Always Defect,3000110000206,0.85,2.5375,0.4125,0.075,0.0375
1,fixed,common_field,Always Defect,3000110000208,0.7125,2.65,0.425,0.0375,0.0125
1,fixed,common_field,Always Defect,3000110000210,0.95,2.3875,0.3875,0.1,0.0625
1,fixed,common_field,Always Defect,3000110000212,0.825,2.6375,0.4375,0.075,0.0375
1,fixed,common_field,Always Defect,3000110000214,0.7875,2.725,0.4625,0.075,0.05
1,fixed,common_field,Always Defect,3000110000216,0.8125,2.625,0.425,0.0625,0.0125
1,fixed,common_field,Always Defect,3000110000218,0.725,2.725,0.45,0.05,0.025
1,fixed,common_field,Always Defect,3000110000220,0.8125,2.75,0.4625,0.075,0.025
1,fixed,common_field,Always Defect,3000110000222,0.5875,2.8375,0.4625,0.0125,0.0
1,fixed,common_field,Always Defect,3000110000224,0.8125,2.5,0.3875,0.05,0.0
1,fixed,common_field,Always Defect,3000110000226,0.7125,2.7125,0.45,0.05,0.0375
1,fixed,common_field,Always Defect,3000110000228,0.575,2.825,0.4625,0.0125,0.0125
1,fixed,common_field,Always Defect,3000110000230,0.5875,2.9625,0.5,0.025,0.0125
1,fixed,common_field,Always Defect,3000110000232,0.7875,2.6,0.4375,0.075,0.075
1,fixed,common_field,Always Defect,3000110000234,0.6875,2.75,0.45,0.0375,0.0125
1,fixed,common_field,Always Defect,3000110000236,0.7375,2.675,0.4375,0.05,0.025
1,fixed,common_field,Always Defect,3000110000238,0.8375,2.775,0.475,0.0875,0.0375
1,fixed,common_field,Grudger,3000110000400,0.775,2.65,0.4375,0.0625,0.0375
1,fixed,common_field,Grudger,3000110000402,0.7625,2.7,0.45,0.0625,0.0375
1,fixed,common_field,Grudger,3000110000404,0.8,2.55,0.4125,0.0625,0.0375
1,fixed,common_field,Grudger,3000110000406,0.675,2.7375,0.45,0.0375,0.025
1,fixed,common_field,Grudger,3000110000408,0.7875,2.6,0.425,0.0625,0.0375
1,fixed,common_field,Grudger,3000110000410,0.8375,2.525,0.4125,0.075,0.05
1,fixed,common_field,Grudger,3000110000412,0.8625,2.675,0.45,0.0875,0.0375
1,fixed,common_field,Grudger,3000110000414,0.725,2.725,0.45,0.05,0.025
1,fixed,common_field,Grudger,3000110000416,0.8875,2.45,0.3875,0.075,0.025
1,fixed,common_field,Grudger,3000110000418,0.8125,2.5625,0.4125,0.0625,0.025
1,fixed,common_field,Grudger,3000110000420,0.7,2.825,0.475,0.05,0.025
1,fixed,common_field,Grudger,3000110000422,0.675,2.8,0.4625,0.0375,0.0125
1,fixed,common_field,Grudger,3000110000424,0.725,2.6625,0.425,0.0375,0.0
1,fixed,common_field,Grudger,3000110000426,0.975,2.5375,0.425,0.1125,0.05
1,fixed,common_field,Grudger,3000110000428,0.8,2.675,0.45,0.075,0.05
1,fixed,common_field,Grudger,3000110000430,0.6875,2.75,0.45,0.0375,0.0125
1,fixed,common_field,Grudger,3000110000432,0.75,2.8125,0.475,0.0625,0.025
1,fixed,common_field,Grudger,3000110000434,0.675,2.7375,0.45,0.0375,0.025
1,fixed,common_field,Grudger,3000110000436,0.75,2.6875,0.4375,0.05,0.0125
1,fixed,common_field,Grudger,3000110000438,0.825,2.7625,0.475,0.0875,0.05
1,fixed,common_field,Joss (0.9),3000110000600,2.075,2.075,0.3875,0.3875,0.0875
1,fixed,common_field,Joss (0.9),3000110000602,2.0625,2.0,0.35,0.3625,0.0375
1,fixed,common_field,Joss (0.9),3000110000604,2.025,2.15,0.3875,0.3625,0.0375
1,fixed,common_field,Joss (0.9),3000110000606,2.075,2.1375,0.3875,0.375,0.0375
1,fixed,common_field,Joss (0.9),3000110000608,2.0,2.125,0.375,0.35,0.025
1,fixed,common_field,Joss (0.9),3000110000610,2.025,2.0875,0.375,0.3625,0.05
1,fixed,common_field,Joss (0.9),3000110000612,1.975,2.2875,0.425,0.3625,0.05
1,fixed,common_field,Joss (0.9),3000110000614,1.775,2.025,0.3375,0.2875,0.0375
1,fixed,common_field,Joss (0.9),3000110000616,1.95,2.2,0.3875,0.3375,0.0125
1,fixed,common_field,Joss (0.9),3000110000618,1.925,2.175,0.3875,0.3375,0.0375
1,fixed,common_field,Joss (0.9),3000110000620,2.0125,2.075,0.375,0.3625,0.0625
1,fixed,common_field,Joss (0.9),3000110000622,2.1375,2.0125,0.3625,0.3875,0.05
1,fixed,common_field,Joss (0.9),3000110000624,2.05,2.175,0.4,0.375,0.05
1,fixed,common_field,Joss (0.9),3000110000626,1.9375,2.1875,0.3875,0.3375,0.025
1,fixed,common_field,Joss (0.9),3000110000628,1.9,1.8375,0.2875,0.3,0.0125
1,fixed,common_field,Joss (0.9),3000110000630,1.875,2.1875,0.3875,0.325,0.0375
1,fixed,common_field,Joss (0.9),3000110000632,2.1125,2.05,0.3625,0.375,0.025
1,fixed,common_field,Joss (0.9),3000110000634,2.2125,2.15,0.4125,0.425,0.075
1,fixed,common_field,Joss (0.9),3000110000636,1.8875,2.1375,0.375,0.325,0.0375
1,fixed,common_field,Joss (0.9),3000110000638,1.9875,1.925,0.325,0.3375,0.0375
1,fixed,common_field,Random (0.5),3000110000800,2.4875,1.925,0.4125,0.525,0.2
1,fixed,common_field,Random (0.5),3000110000802,2.4875,1.8,0.4,0.5375,0.2625
1,fixed,common_field,Random (0.5),3000110000804,2.4,1.9625,0.4125,0.5,0.1875
1,fixed,common_field,Random (0.5),3000110000806,2.35,1.975,0.4125,0.4875,0.1875
1,fixed,common_field,Random (0.5),3000110000808,2.8125,1.75,0.4,0.6125,0.2375
1,fixed,common_field,Random (0.5),3000110000810,2.55,1.8625,0.4,0.5375,0.2
1,fixed,common_field,Random (0.5),3000110000812,2.5,2.0,0.425,0.525,0.175
1,fixed,common_field,Random (0.5),3000110000814,2.3625,1.9875,0.425,0.5,0.2125
1,fixed,common_field,Random (0.5),3000110000816,2.425,1.8625,0.4125,0.525,0.2625
1,fixed,common_field,Random (0.5),3000110000818,2.4125,2.0375,0.45,0.525,0.2375
1,fixed,common_field,Random (0.5),3000110000820,2.4125,1.9125,0.4,0.5,0.1875
1,fixed,common_field,Random (0.5),3000110000822,2.55,1.8,0.3875,0.5375,0.2125
1,fixed,common_field,Random (0.5),3000110000824,1.9875,2.05,0.4125,0.4,0.2
1,fixed,common_field,Random (0.5),3000110000826,2.7,1.95,0.45,0.6,0.25
1,fixed,common_field,Random (0.5),3000110000828,2.525,1.775,0.375,0.525,0.2
1,fixed,common_field,Random (0.5),3000110000830,2.325,1.95,0.425,0.5,0.25
1,fixed,common_field,Random (0.5),3000110000832,2.1125,2.05,0.4,0.4125,0.1375
1,fixed,common_field,Random (0.5),3000110000834,2.5375,1.85,0.4,0.5375,0.2125
1,fixed,common_field,Random (0.5),3000110000836,2.4625,2.0875,0.4375,0.5125,0.15
1,fixed,common_field,Random (0.5),3000110000838,2.3125,1.875,0.375,0.4625,0.1625
1,fixed,common_field,Tester,3000110001000,2.075,1.95,0.35,0.375,0.075
1,fixed,common_field,Tester,3000110001002,0.6625,2.7875,0.4625,0.0375,0.025
1,fixed,common_field,Tester,3000110001004,2.2625,2.325,0.475,0.4625,0.1125
1,fixed,common_field,Tester,3000110001006,2.025,2.0875,0.3875,0.375,0.0875
1,fixed,common_field,Tester,3000110001008,2.25,2.0,0.3625,0.4125,0.0375
1,fixed,common_field,Tester,3000110001010,2.2125,2.025,0.375,0.4125,0.0625
1,fixed,common_field,Tester,3000110001012,0.825,2.7625,0.475,0.0875,0.05
1,fixed,common_field,Tester,3000110001014,1.95,2.0125,0.35,0.3375,0.05
1,fixed,common_field,Tester,3000110001016,2.2,2.075,0.4,0.425,0.1
1,fixed,common_field,Tester,3000110001018,2.1375,2.0125,0.3625,0.3875,0.05
1,fixed,common_field,Tester,3000110001020,0.9875,2.4875,0.4,0.1,0.0125
1,fixed,common_field,Tester,3000110001022,2.2625,2.0125,0.375,0.425,0.0625
1,fixed,common_field,Tester,3000110001024,2.1375,2.075,0.375,0.3875,0.0375
1,fixed,common_field,Tester,3000110001026,2.125,2.125,0.3875,0.3875,0.0375
1,fixed,common_field,Tester,3000110001028,2.175,2.175,0.4,0.4,0.025
1,fixed,common_field,Tester,3000110001030,1.025,2.4625,0.4125,0.125,0.0625
1,fixed,common_field,Tester,3000110001032,2.3,2.175,0.4375,0.4625,0.1125
1,fixed,common_field,Tester,3000110001034,2.3375,2.15,0.425,0.4625,0.0875
1,fixed,common_field,Tester,3000110001036,2.0875,2.0875,0.3875,0.3875,0.075
1,fixed,common_field,Tester,3000110001038,2.0875,2.15,0.4,0.3875,0.0625
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001200,2.6375,1.6375,0.35,0.55,0.2125
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001202,2.65,1.8375,0.4375,0.6,0.3125
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001204,2.675,1.55,0.325,0.55,0.2
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001206,2.525,1.775,0.3875,0.5375,0.2375
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001208,2.6625,1.725,0.3875,0.575,0.25
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001210,2.425,2.05,0.475,0.55,0.3
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001212,2.525,1.775,0.3875,0.5375,0.2375
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001214,2.6125,1.6125,0.35,0.55,0.2375
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001216,2.5875,1.775,0.4,0.5625,0.2625
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001218,2.3625,1.925,0.4125,0.5,0.225
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001220,2.675,1.675,0.375,0.575,0.25
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001222,2.55,1.7375,0.375,0.5375,0.225
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001224,2.5875,1.8375,0.425,0.575,0.2875
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001226,2.5,1.8125,0.4,0.5375,0.25
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001228,2.575,1.95,0.4625,0.5875,0.3125
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001230,2.525,1.8375,0.4125,0.55,0.2625
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001232,2.6,1.6625,0.35,0.5375,0.2
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001234,2.7625,1.5125,0.3375,0.5875,0.25
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001236,2.3625,1.925,0.4125,0.5,0.225
1,fixed,common_field,Pavlov (Win-Stay Lose-Shift),3000110001238,2.55,1.8625,0.4125,0.55,0.2375
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000000,2.175,1.8,0.3375,0.4125,0.1375
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000002,2.1,2.225,0.4625,0.4375,0.1875
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000004,1.6375,2.2625,0.45,0.325,0.2125
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000006,1.925,2.175,0.4625,0.4125,0.2625
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000008,1.8375,2.0875,0.425,0.375,0.2375
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000010,2.0875,1.9,0.375,0.4125,0.1875
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000012,2.1375,1.8875,0.4125,0.4625,0.3
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000014,1.8,2.175,0.45,0.375,0.25
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000016,2.0,2.125,0.4375,0.4125,0.2125
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000018,1.9375,1.9375,0.3875,0.3875,0.225
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000020,2.225,1.7875,0.35,0.4375,0.175
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000022,2.025,2.025,0.425,0.425,0.25
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000024,2.0875,2.025,0.4125,0.425,0.2
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000026,1.95,2.1375,0.45,0.4125,0.25
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000028,1.9625,2.0875,0.425,0.4,0.2125
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000030,1.975,2.1625,0.45,0.4125,0.225
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000032,2.0125,2.1375,0.4125,0.3875,0.125
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000034,2.1125,1.8625,0.375,0.425,0.2125
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000036,2.15,2.025,0.425,0.45,0.225
1,fixed,self,"Memory-1(0.8650990816485709, 0.058431965847877576, 0.013054061674707107, 0.4621087816049991, 0.7678479542765813)",3000120000038,1.775,2.15,0.4625,0.3875,0.3125
1,fixed,ALLC,Memory-1(ALLC),3000130000000,4.15,1.15,0.3625,0.9625,0.3375
1,fixed,ALLC,Memory-1(ALLC),3000130000002,4.2125,1.0875,0.35,0.975,0.3375
1,fixed,ALLC,Memory-1(ALLC),3000130000004,4.0375,1.2875,0.4125,0.9625,0.4
1,fixed,ALLC,Memory-1(ALLC),3000130000006,4.2125,1.025,0.325,0.9625,0.3125
1,fixed,ALLC,Memory-1(ALLC),3000130000008,3.8625,1.3625,0.4125,0.9125,0.375
1,fixed,ALLC,Memory-1(ALLC),3000130000010,4.1375,1.075,0.3375,0.95,0.325
1,fixed,ALLC,Memory-1(ALLC),3000130000012,4.1625,1.1,0.35,0.9625,0.3375
1,fixed,ALLC,Memory-1(ALLC),3000130000014,4.125,1.0625,0.3375,0.95,0.3375
1,fixed,ALLC,Memory-1(ALLC),3000130000016,3.975,1.1625,0.35,0.9125,0.325
1,fixed,ALLC,Memory-1(ALLC),3000130000018,4.275,0.9625,0.3,0.9625,0.275
1,fixed,ALLC,Memory-1(ALLC),3000130000020,4.0125,1.2,0.375,0.9375,0.3625
1,fixed,ALLC,Memory-1(ALLC),3000130000022,4.1,1.1,0.35,0.95,0.35
1,fixed,ALLC,Memory-1(ALLC),3000130000024,3.975,1.1625,0.35,0.9125,0.325
1,fixed,ALLC,Memory-1(ALLC),3000130000026,4.125,1.0625,0.3375,0.95,0.3375
1,fixed,ALLC,Memory-1(ALLC),3000130000028,4.15,1.0875,0.3375,0.95,0.3125
1,fixed,ALLC,Memory-1(ALLC),3000130000030,4.2375,1.05,0.325,0.9625,0.2875
